"File_Name";"Content";"Category";"Complete_Filename"
"007.txt";"If Waymo Can't Do It Then I Wonder If Anyone Can
Self-driving cars are not close to being a real thing, not even a little bit close, but the smart money in the ecosystem of companies that are trying to make self-driving cars real things has always been on Waymo, which has seemed furthest ahead for years. Except according to a new report, they might not do it either.

Advertisement

The report is a deep dive from Bloomberg, which, after some throat-clearing gets to the following critical bit, emphasis mine:

â€œThereâ€™s not a lot in assembly,â€ then-CEO John Krafcik, a former auto executive, declared at an event that year. In reality, skilled disassembly is required. Engineers must take apart the cars and put them back together by hand. One misplaced wire can leave engineers puzzling for days over where the problem is, according to a person familiar with the operations who describes the system as cumbersome and prone to quality problems. Like others who spoke candidly about the company, the former employee asked not to be identified for fear of retaliation. The painstaking nature of the process has left Waymo without a viable path to mass production, the person says. Waymo has slashed parts orders on the Chrysler minivan project and has had far fewer Jaguars delivered than initially expected, according to people familiar with the automakersâ€™ plans. The Waymo spokesperson says the company is not supply-constrained in Detroit, and that itâ€™s on track to hit all its internal production targets with Jaguar, but declines to share details. The company also disputes that itâ€™s fallen behind schedule on constructing its Chrysler vehicles, noting that these agreements are â€œfluid and subject to change.â€

Now, in the modern world of automobile mass production, saying that a company builds its cars by hand is basically a slur, the kind of thing people liked to sling at Tesla in the old days. This is because it is presumed that, if you donâ€™t have a highly automated manufacturing process, you cannot scale, and if you cannot scale then there is trouble at the heart of your business, indeed.

As Tesla has shown, it is possible to overcome such bumps in the road, but not without a lot of money and drama in the interim, which will test Waymo and Google parent Alphabetâ€™s resolve. This is also to say nothing of the technology itself, which still isnâ€™t Level 5 autonomous foolproof, and seemingly far from it.

Since Waymo has been at this for over a decade now, I would guess that it would take quite a bit for Alphabet to throw in the towel, but also Waymoâ€™s longtime CEO quit in April, the kind of thing that is either a rich guy choosing to move on or, possibly, a harbinger of doom";"Waymo";"007.txt-Waymo"
"008.txt";"Watch San Franciscans Take a Ride in Waymoâ€™s Autonomous Car
Waymo is inviting San Francisco residents to hop inside its self-driving vehicles for a drive around the city.

The company has been giving rides to residents in Phoenix, Arizona, for several years, and has also been offering Waymo employees the same experience in the Golden City, where the company is based.

But in an expansion of its efforts, Waymo is now inviting regular folks in San Francisco to experience a trip in a self-driving car as part of its new research-focused Trusted Tester program.

â€œFor the first time, San Franciscans will be able to hail an autonomous ride in one of our all-electric Jaguar I-Pace vehicles,â€ the company said in a post announcing the Trusted Tester program.

To mark the launch, Waymo posted a video showing residents taking their first ride in one of its driverless vehicles. The company released a similar video in 2018 showing the reactions of Phoenix residents as they tootled along the cityâ€™s streets.

Notably, the trips in San Francisco will include a backup driver behind the wheel as part of safety measures.

San Francisco residents interested in becoming part of the Trusted Tester program can sign up through the Waymo One app. Those accepted will be offered rides for free, with Waymo requesting an honest opinion about the trip in exchange.

â€œOur San Francisco Trusted Testers can hail autonomous rides for their everyday needs anywhere they want to go in our initial service area, whether itâ€™s their favorite bakery in the Sunset, or a special picnic spot in Golden Gate Park,â€ Waymo said.

It added, â€œFrom using the Waymo One app, to pickup and drop-offs, to the ride itself, we receive valuable feedback from our riders that allows us to refine our product offering as we advance our service.â€

The company, which was spun out of Googleâ€™s long-running self-driving project in 2016, said itâ€™s also committed to making sure its ridesharing trial service is accessible for people with disabilities.

â€œWeâ€™re beginning our Trusted Tester program with riders of all different mobility levels, and those who require a wheelchair accessible vehicle can hail directly from the Waymo One app and provide critical feedback on their experience as well,â€ Waymo said.

The company hasnâ€™t revealed how many people will be allowed to join the program, or how long it will last.

As engineers continue to refine the autonomous technology, Waymo is hoping that somewhere down the road regulators across the U.S. will allow it to launch full-fledged ridesharing services using its autonomous vehicles.

But with variable traffic conditions, changing road layouts, and extreme weather events all presenting their own unique challenges for the technology, the expectation is that the first wide-scale autonomous taxi services will take place within specific boundaries and under strict conditions, such as on a university campus or within an airport, rather than on regular roads. As for the day when we can snooze in the back seat of our own driverless car on the commute to work, well, such an experience still appears to be years away.";"Waymo";"008.txt-Waymo"
"009.txt";"Waymo launches robotaxi service in San Francisco â€“ TechCrunch
Waymo, the self-driving vehicle company under Alphabet, has launched a robotaxi service that will be open to certain vetted riders in San Francisco.

On Tuesday, the company officially kicked off its Waymo One Trusted Tester program in the city with a fleet of all-electric Jaguar I-PACEs equipped with the companyâ€™s fifth generation of its autonomous vehicle system. This AV system, which has been branded the Waymo Driver, is informed by 20 million self-driven miles on public roads and over 10 billion miles driven in simulation, according to Waymo.

The so-called Waymo One Trusted Tester program mirrors the companyâ€™s strategy in Phoenix, where it rolled out its first commercial ride-hailing service several years ago. The Trusted Tester program is a rebranding of Waymoâ€™s previous Early Rider Program that it launched in Metro Phoenix in April 2017. Seeing as itâ€™s been over four years, those riders are no longer exactly â€œearly,â€ so a name change was in order, according to a Waymo spokesperson.

In Phoenix, Waymo eventually invited some of the early riders to move over to the Waymo One service, which let users publicly share their impressions on the service and invite friends or family member who werenâ€™t part of the early rider program. Waymo then opened the service to everyone.

San Franciscans can download the Waymo One app and express their interest in joining the program, which will begin with an initial select group from diverse backgrounds with varied transportation needs, including wheelchair accessibility, according to Waymo. The company would not share how many riders would be included in the initial group, nor how many Jaguars it will have roaming the city, but it did say riders would have to be willing to offer a lot of detailed feedback on their riding experience and sign a nondisclosure agreement.";"Waymo";"009.txt-Waymo"
"010.txt";"Waymo will encourage riders to use its autonomous service to help them with their everyday mobility needs. The rides are free for now, and will start out in an initial territory in parts of San Francisco, including the Sunset, Richmond, Pacific Heights, Noe Valley, the Castro, Haight-Ashbury and more, with expectations to expand over time. The service will be offered 24 hours per day, seven days per week, the spokesperson told TechCrunch.

The company will have so-called â€œautonomous specialistsâ€ â€” another term for human safety operators â€” sitting in the front seat to monitor the ride and ensure a safe experience. These safety drivers are contract workers, and employed by Transdev. Waymo has long partnered with Transdev to provide staffing for some of its operations.

Waymoâ€™s rider support team will also be available at the tap of the button on the in-car screen or through the app if riders have any questions during their rides, the spokesperson said.
Waymo, the self-driving vehicle company under Alphabet, has launched a robotaxi service that will be open to certain vetted riders in San Francisco.
The so-called Waymo One Trusted Tester program mirrors the companyâ€™s strategy in Phoenix, where it rolled out its first commercial ride-hailing service several years ago.
The Trusted Tester program is a rebranding of Waymoâ€™s previous Early Rider Program that it launched in Metro Phoenix in April 2017.
In Phoenix, Waymo eventually invited some of the early riders to move over to the Waymo One service, which let users publicly share their impressions on the service and invite friends or family member who werenâ€™t part of the early rider program.
Waymo will encourage riders to use its autonomous service to help them with their everyday mobility needs.";"Waymo";"010.txt-Waymo"
"011.txt";"Waymo's Driver self-driving AI is seeing more clearly than ever
Enlarge Image Waymo

Waymo has been at the cutting edge of autonomous vehicle development for a while now. It's been operating a publicly available driverless shuttle service in Arizona for a couple of years, and it expanded its testing programs all over, including to San Francisco.

If you've never driven in San Francisco, it's not a fun place to try and get around in a car. The streets are often narrow, the intersections can be weird, pedestrians are everywhere and all the elevation changes can make visibility a nightmare. In short, it's a great place to test the efficacy of a self-driving AI like Waymo Driver. Now, in a blog post published on Thursday, we're getting a look at just what the Waymo Driver sees as it moves around the city.

Enlarge Image Waymo

A big reason that Waymo has been so successful with its testing programs is just the sheer amount of miles it's driven (20 million on real roads!), both in the real world and in simulation. This has led to a really well-trained AI with a deep well of situations it can draw on to make split-second decisions in a place like San Francisco without relying on human intervention.";"Waymo";"011.txt-Waymo"
"012.txt";"Federal Investigation into Tesla Autopilot Defects Could Pull 765k Cars From U.S. Roads

A new federal investigation into Teslaâ€™s possibly-defective driver assistance technology could result in the removal of hundreds of thousands of their cars from U.S. roads â€” and some advocates are wondering whether there might be even more regulation for Elon Muskâ€™s brainchild on the horizon, if not the autonomous vehicle industry at large.

Following 11 incidents in the U.S. in which both Teslaâ€™s advanced driver assistance systems and their human backstop drivers failed to prevent crashes into emergency services vehicles, the National Highway Traffic Safety Administrationâ€™s Office of Defects Investigation announced on Monday that it will examine whether the companyâ€™s so-called â€œAutopilotâ€ and â€œTraffic Aware Cruise Controlâ€ features are too faulty to be allowed on U.S. roads. In most of the crashes, the struck vehicles in question were parked and surrounded by â€œscene control measures such as first responder vehicle lights, flares, an illuminated arrow board, and road conesâ€ that should have made the vehicles easily visible to Teslaâ€™s sensors, the agency noted.

If the investigation results in a recall, an estimated 765,000 cars could be pulled from U.S. roads â€” the majority of the vehicles ever produced by the company.

The news was celebrated by safe streets advocates, many of whom say the company knowingly overstates claims about the reliability of its semi-autonomous driving technology. Despite its deceptive name, Teslas equipped with Autopilot are not, in fact, self-driving cars, but rather standard vehicles equipped with a range of driver assistance systems that are theoretically capable of automatic emergency braking, adaptive cruise control, and automatic steering on clearly marked highways, among other features. But in practice, these systems can fail while the carsâ€™ owners are (sometimes literally) asleep at the wheel â€” and the carâ€™s built-in driver monitoring systems, which do not include recommended measures like driver eye monitoring systems, are easily tricked.";"Waymo";"012.txt-Waymo"
"013.txt";"""[This news is] long overdue,â€ said David Zipper, a transportation researcher and visiting Fellow at Harvard Kennedy Schoolâ€™s Taubman Center for State and Local Government. â€œBasically, Teslaâ€™s made a series of strategic decisions to cut corners on safety in order to create advantages for the company. Thereâ€™s a lot of skepticism of autonomous driving in general, but this company is pretty exceptional in its recklessness. Nobody else is naming something like this â€˜autopilotâ€™ [while also remaining] so resistant to installing driver monitoring systems to make sure drivers use it responsibly.â€

The collisions that sparked NHTSAâ€™s investigation arenâ€™t the only Tesla crashes that have caught the attention of safety hawks.

The company was hit with a lawsuit following a 2018 Tokyo crash that marked the first time a driver relying on Autopilot technology killed a pedestrian on a public road; a handful more have died in U.S. crashes since, subjecting the automaker to further legal action. Tesla dissolved its press relations department in 2020 and could not be reached for comment on this story, but the ownerâ€™s manual it issues to customers repeatedly insists that human drivers are ultimately responsible for complying with life-saving local traffic laws.

But critics say that a few written warnings to drivers in a more-than-200-page booklet arenâ€™t nearly enough â€” especially because Tesla could automatically restrict the use of the error-prone tech to relatively predictable (and pedestrian-free) environments like divided highways, like other automakers who sell advanced driver assistance-equipped cars already do.

Tesla has made some upgrades to its safety systems over the years, but some advocates think the company hasnâ€™t done enough â€” and that the regulators that oversee semi-autonomous vehicle manufacturers in general havenâ€™t, either.";"Waymo";"013.txt-Waymo"
"014.txt";"Following a 2017 crash in Williston, Fla. involving a Tesla driver who was warned seven times to put his hands back on the wheel without his vehicle being brought to a safe stop by Autopilot, the National Transportation Safety Board encouraged NHTSA to â€œdevelop a method to verify that manufacturers [of such systems] incorporate safeguards that limit the use of automated vehicle control systems to those conditions for which they were designed.â€

Despite a contentious history with the safety organization â€” Tesla CEO Musk reportedly hung up on then-NTSB chair Robert Sumwalt during a heated conversation about another 2018 probe into another crash involving one of his companyâ€™s cars â€” the automaker did add new features to curb hands-off driving. But NHTSA has yet to update federal policies to require all companies to take such safety measures in the future â€” something the board hopes could finally happen now.

â€œTodayâ€™s action by NHTSA is a positive step forward for safety,â€ said NTSB Chairwoman Jennifer Homendy in a release. â€œAs we navigate the emerging world of advanced driving assistance systems, itâ€™s important that NHTSA has insight into what these vehicles can, and cannot, do.â€

Clip from China of a $TSLA Model 3, evidently equipped with the latest and greatest safety technology. My guess is the 4D dojo supercomputer recognizes that the pedestrian dummy is not a human and therefore sees no reason to perform evasive maneuvers. pic.twitter.com/R1mQqbxIy9 â€” degen (@finance_degen) September 20, 2020

A Tesla recall could have an impact on the companyâ€™s progress towards more advanced autonomous driving tech, too.";"Waymo";"014.txt-Waymo"
"015.txt";"In a decision that was widely decried by all but the most fervent AV-supporters, the company recently announced its intentions to release the latest edition of its â€œFull Self Drivingâ€ technology to a select group of its drivers for beta testing on neighborhood roads throughout the U.S., defying industry norms like testing new tech on private tracks, or at least using trained drivers when cars must be tested in the public right of way. Much like vehicles running on Auto-Pilot, Teslas equipped with â€œFull Self Drivingâ€ mode are not autonomous; they just offer additional features like automatic parking, along with still-nascent technology that the company says will someday identify â€œstop signs and traffic lights and automatically slows your car to a stop on approach, with [driversâ€™] active supervision.â€ (Emphasis ours.)

Musk has cautioned his beta-testers to â€œplease be paranoidâ€ on the roads, but advocates say that polite request is far less than the participants in his experiment deserve â€” especially because virtually all of the pedestrians, cyclists, wheelchair users, and other drivers involved are completely unwitting.

â€œTesla defenders tend to say, [programs like] â€˜Autopilot may not be perfect, but drivers accept the risk as they drive,'â€ adds Zipper. â€œWell, that may be true, but the people outside the car didnâ€™t.â€

Running preproduction software is both work & fun. Beta list was in stasis, as we had many known issues to fix. Beta 9 addresses most known issues, but there will be unknown issues, so please be paranoid. Safety is always top priority at Tesla. â€” Elon Musk (@elonmusk) July 9, 2021";"Waymo";"015.txt-Waymo"
"016.txt";"If NHTSAâ€™s investigation fails to rein in Muskâ€™s recklessness, advocates worry it may be challenging to exert control over the rest of the fast-changing industry. Most proponents of autonomous vehicles not employed by Tesla say theyâ€™re happy to keep the real self-driving technology off neighborhood roads until itâ€™s certified safe, but verbal commitments from the private sector donâ€™t carry the force of a government mandate. The bipartisan infrastructure bill currently being debated in Congress largely ignored the autonomous vehicle revolution, besides making the industry eligible for new research and development grants.

Advocates are hopeful that NHTSAâ€™s new investigation is a sign that theyâ€™re finally stepping up to the plate.

â€œI donâ€™t know why we need Congress to get NHTSA to do its job,â€ added Zipper. â€œThe NTSB has been basically jumping up and down screaming that we need to do something about this Tesla for years. Maybe now they will. â€¦ And maybe someday, theyâ€™ll expand their capacity to do more investigations like this.â€
Federal Investigation into Tesla Autopilot Defects Could Pull 765k Cars From U.S.
If the investigation results in a recall, an estimated 765,000 cars could be pulled from U.S. roads â€” the majority of the vehicles ever produced by the company.
â€œTesla defenders tend to say, [programs like] â€˜Autopilot may not be perfect, but drivers accept the risk as they drive,'â€ adds Zipper.
Advocates are hopeful that NHTSAâ€™s new investigation is a sign that theyâ€™re finally stepping up to the plate.
â€œThe NTSB has been basically jumping up and down screaming that we need to do something about this Tesla for years.";"Waymo";"016.txt-Waymo"
"017.txt";"What the Tesla Autopilot investigation means for the future of self-driving cars

Itâ€™s hard to miss the flashing lights of fire engines, ambulances, and police cars ahead of you as youâ€™re driving down the road. But in at least 11 cases in the past three and a half years, Teslaâ€™s Autopilot advanced driver-assistance system did just that. This led to 11 accidents in which Teslas crashed into emergency vehicles or other vehicles at those scenes, resulting in 17 injuries and 1 death.

The National Highway Transportation Safety Administration has launched an investigation into Teslaâ€™s Autopilot system in response to the crashes. The incidents took place between January 2018 and July 2021 in Arizona, California, Connecticut, Florida, Indiana, Massachusetts, Michigan, North Carolina, and Texas. The probe covers 765,000 Tesla carsâ€”thatâ€™s virtually every car the company has made in the past seven years. Itâ€™s also not the first time the federal government has investigated Teslaâ€™s Autopilot. As a researcher who studies autonomous vehicles, I believe the investigation will put pressure on Tesla to reevaluate the technologies the company uses in Autopilot and could influence the future of driver-assistance systems and autonomous vehicles. How Teslaâ€™s Autopilot works Teslaâ€™s Autopilot uses cameras, radar, and ultrasonic sensors to support two major features: Traffic-Aware Cruise Control and Autosteer.

Traffic-Aware Cruise Control, also known as adaptive cruise control, maintains a safe distance between the car and other vehicles that are driving ahead of it. This technology primarily uses cameras in conjunction with artificial intelligence algorithms to detect surrounding objects, such as vehicles, pedestrians, and cyclists, and estimate their distances. Autosteer uses cameras to detect clearly marked lines on the road to keep the vehicle within its lane. In addition to its Autopilot capabilities, Tesla has been offering what it calls â€œfull self-drivingâ€ features that include autopark and auto lane change. Since its first offering of the Autopilot system and other self-driving features, Tesla has consistently warned users that these technologies require active driver supervision and that these features do not make the vehicle autonomous. Tesla is beefing up the AI technology that underpins Autopilot. The company announced on August 19, 2021, that it is building a supercomputer using custom chips. The supercomputer will help train Teslaâ€™s AI system to recognize objects seen in video feeds collected by cameras in the companyâ€™s cars.

Autopilot does not equal autonomous Advanced driver-assistance systems have been supported on a wide range of vehicles for many decades. The Society of Automobile Engineers divides the degree of a vehicleâ€™s automation into six levels, starting from Level 0, with no automated driving features; to Level 5, which represents full autonomous driving with no need for human intervention. Within these six levels of autonomy, there is a clear and vivid divide between Level 2 and Level 3. In principle, at Levels 0, 1, and 2, the vehicle should be primarily controlled by a human driver, with some assistance from driver-assistance systems. At Levels 3, 4, and 5, the vehicleâ€™s AI components and related driver-assistance technologies are the primary controller of the vehicle. For example, Waymoâ€™s self-driving taxis, which operate in the Phoenix area, are Level 4, which means they operate without human drivers but only under certain weather and traffic conditions. Tesla Autopilot is considered a Level 2 system, and hence the primary controller of the vehicle should be a human driver. This provides a partial explanation for the incidents cited by the federal investigation. Though Tesla says it expects drivers to be alert at all times when using the Autopilot features, some drivers treat the Autopilot as having autonomous driving capability with little or no need for human monitoring or intervention. This discrepancy between Teslaâ€™s instructions and driver behavior seems to be a factor in the incidents under investigation.";"Waymo";"017.txt-Waymo"
"018.txt";"Another possible factor is how Tesla assures that drivers are paying attention. Earlier versions of Teslaâ€™s Autopilot were ineffective in monitoring driver attention and engagement level when the system is on. The company instead relied on requiring drivers to periodically move the steering wheel, which can be done without watching the road. Tesla recently announced that it has begun using internal cameras to monitor driversâ€™ attention and alert drivers when they are inattentive. Another equally important factor contributing to Teslaâ€™s vehicle crashes is the companyâ€™s choice of sensor technologies. Tesla has consistently avoided the use of lidar. In simple terms, lidar is like radar but with lasers instead of radio waves. Itâ€™s capable of precisely detecting objects and estimating their distances. Virtually all major companies working on autonomous vehicles, including Waymo, Cruise, Volvo, Mercedes, Ford, and GM, are using lidar as an essential technology for enabling automated vehicles to perceive their environments. By relying on cameras, Teslaâ€™s Autopilot is prone to potential failures caused by challenging lighting conditions, such as glare and darkness. In its announcement of the Tesla investigation, the NHTSA reported that most incidents occurred after dark where there were flashing emergency vehicle lights, flares or other lights. Lidar, in contrast, can operate under any lighting conditions and can â€œseeâ€ in the dark.

Fallout from the investigation The preliminary evaluation will determine whether the NHTSA should proceed with an engineering analysis, which could lead to a recall. The investigation could eventually lead to changes in future Tesla Autopilot and its other self-driving system. The investigation might also indirectly have a broader impact on the deployment of future autonomous vehicles; in particular, the investigation may reinforce the need for lidar. Although reports in May 2021 indicated that Tesla was testing lidar sensors, itâ€™s not clear whether the company was quietly considering the technology or using it to validate their existing sensor systems. Tesla CEO Elon Musk called lidar â€œa foolâ€™s errandâ€ in 2019, saying itâ€™s expensive and unnecessary. However, just as Tesla is revisiting systems that monitor driver attention, the NHTSA investigation could push the company to consider adding lidar or similar technologies to future vehicles.
";"Waymo";"018.txt-Waymo"
"019.txt";"Earlier this year, Waymo was trying to produce 5 to 10 vehicles a day at the factory, says one former employee. The company disputes this claim.

Changes at the top

After years of publicly touting the wonders of self-driving, Waymo personnel started talking in recent years about managing peopleâ€™s expectations of what their cars could do, and when. Several people who worked at Waymo describe parent company Alphabet as extremely cautious, particularly after an Uber self-driving test vehicle struck and killed a pedestrian in Arizona in 2018.

For example, Waymoâ€™s ad hoc board shot down a splashy marketing pitch from Krafcik, according to three people familiar with the decision. In 2018, he wanted to stage a multicity demonstration of the companyâ€™s technology, with pop-up marketing installations showcasing what Waymo could do. Tesla Inc. had carried out something similar with its early models. But the companyâ€™s board â€” which consisted of Googleâ€™s founders Larry Page and Sergey Brin, along with Alphabet honchos and a few outside investors â€” worried about repeating the failures of Google Glass, the flopped augmented-reality spectacles, by introducing a product before it was ready. A Waymo spokesperson said that the company simply went in a different direction.

Krafcik left the company in April. The new co-CEOs are Tekedra Mawakana, formerly Waymoâ€™s chief operating officer, and Dmitri Dolgov, who had been its chief technology officer. The pair met with backers and partners this spring as Waymo closed its financing round. According to one investor, the new chiefs were upbeat in a recent meeting, saying that with the pandemic fading the company was gearing up to make â€œhuge headwayâ€ on its goals.
";"Waymo";"019.txt-Waymo"
"020.txt";"Waymo's autonomous vehicles have clocked 20 million miles on public roads
Although other companies that are working on autonomous driving might get more attention, Waymo is still hard at work on the technology. The Alphabet subsidiary just provided an update on its Waymo Driver AI as well as more details about its self-driving tests.

An array of LiDAR, radar and cameras can track what's going on all around the vehicle in a variety of weather conditions, Waymo says. The system generates a 3D view of the vehicle's surroundings that humans would be able to understand. Along with other cars, the system can render pedestrians in addition to cyclists who narrowly pass by the vehicle.

The company says Waymo Driver can detect small objects and movements at a distance, such as a truck door in the middle of traffic and someone jumping out to deliver a package. It claims the AI can recognize steam emanating from utility holes and drive the vehicle through it, and understand the difference between a stop sign and its reflection.

Waymo has been testing its vehicles in San Francisco since 2009 and it ramped up its efforts in the city earlier this year. Its vehicles now clock north of 100,000 miles on SF's roads every week. Between narrow streets, drastic changes in elevation and intersections right at the top of hills, San Francisco isn't an easy city to drive in, which makes it an effective testing ground for AVs.

The company's vehicles have autonomously driven more than 20 million miles on public roads as well as 20 billion miles in simulations. That's a significant bank of data to draw from. Waymo says the AI can recognize and adapt to local driving behaviors, such as what lane to turn in at each intersection. According to the company, Waymo Driver can also mimic other vehicles' behavior, such as in SF, where people tend to drive a little slower while going up steep slopes.

Fully autonomous driving is likely several years away from going mainstream, but it seems Waymo is making significant strides toward that goal. Hopefully, Waymo Driver is getting more comfortable around safety cones .";"Waymo";"020.txt-Waymo"
